Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,limiting_long-term_illness_disability,samhi_index.2011,population_cannot_speak_english
E02000347,Hackney 003,28.6,51.5,302,38.53028798,13.0,-1.945548874221776,8.4
E02000348,Hackney 004,31.1,51.3,236,35.60477002,14.1,-1.750098602678385,10.2
E02000350,Hackney 006,16.6,40.6,678,24.18111753,11.7,-1.732889619688456,6.7
E02000351,Hackney 007,11.2,53.3,941,17.42209632,11.5,-1.004475533160275,4.8
E02000352,Hackney 008,18.9,44.5,522,24.6737841,15.9,-0.9768441758176438,4.6
E02000353,Hackney 009,12.4,42.2,795,14.38848921,11.9,-1.314483736534173,3.7
E02000354,Hackney 010,21.0,55.5,507,21.29471891,17.1,-1.534758878376182,7.0
E02000355,Hackney 011,17.5,47.3,562,20.42410714,15.6,-1.338867986061376,6.0
E02000356,Hackney 012,11.8,38.9,707,14.38935913,12.0,-1.154798912803909,4.1
E02000357,Hackney 013,27.6,53.5,192,26.28968254,18.6,-1.318706144040769,7.3
E02000358,Hackney 014,17.0,54.5,888,15.73994867,14.7,-1.069486699802115,6.0
E02000359,Hackney 015,19.7,54.5,427,25.0,14.8,-1.309741937399618,5.4
E02000360,Hackney 016,20.6,51.0,657,20.02635046,15.6,-1.373993096674894,6.5
E02000361,Hackney 017,16.1,51.1,597,17.47815231,13.5,-1.431436868761924,5.0
E02000362,Hackney 018,22.3,57.0,380,25.0,18.2,-1.090969542898315,4.0
E02000363,Hackney 019,26.2,57.2,416,22.39170226,16.3,-1.358651126333232,7.2
E02000364,Hackney 020,14.5,47.1,921,16.468039,13.8,-1.482447557288567,3.7
E02000365,Hackney 021,14.6,53.0,1480,16.93171188,13.7,-1.383073274819237,4.2
E02000366,Hackney 022,22.6,52.6,589,21.1026616,16.8,-1.210187011087023,4.5
E02000367,Hackney 023,12.9,48.3,977,17.32495512,11.7,-1.197739990410294,3.3
E02000368,Hackney 024,22.8,58.4,625,22.46998285,17.8,-1.232884449440561,6.4
E02000369,Hackney 025,19.6,56.4,1027,18.08590806,15.4,-1.20345583061189,5.8
E02000370,Hackney 026,20.6,53.2,801,17.20542231,15.2,-1.23688760199346,5.5
E02000371,Hackney 027,11.9,48.9,1754,18.05128205,10.7,-1.285667293569346,3.4
E02000372,Hammersmith and Fulham 0,23.0,54.0,497,24.23112768,15.4,-1.387628726740511,4.2
E02000373,Hammersmith and Fulham 0,25.7,55.4,261,24.0776699,16.4,-1.50488134479921,6.3
E02000374,Hammersmith and Fulham 0,17.6,53.8,587,21.14882507,15.3,-1.444504208973056,3.5
E02000375,Hammersmith and Fulham 0,15.1,52.3,729,17.6217765,15.0,-0.9165866894816044,3.5
E02000376,Hammersmith and Fulham 0,13.3,46.1,737,12.77258567,13.3,-0.4583796241070041,2.9
E02000377,Hammersmith and Fulham 0,14.4,47.8,748,16.44815256,13.7,-1.024941873783201,3.1
E02000378,Hammersmith and Fulham 0,9.4,46.9,948,16.36363636,11.7,-1.175507499116673,2.4
E02000379,Hammersmith and Fulham 0,11.0,50.0,780,19.20374707,13.6,-1.467393347737545,2.7
E02000380,Hammersmith and Fulham 0,10.5,46.6,825,14.89698891,11.4,-1.247018366843198,1.8
E02000381,Hammersmith and Fulham 0,9.5,42.0,1236,16.94711538,10.8,-0.9339833890866984,2.0
E02000382,Hammersmith and Fulham 0,9.9,54.5,694,16.47058824,12.4,-0.8892334066494625,2.5
E02000383,Hammersmith and Fulham 0,9.1,41.9,1206,15.2758133,11.9,-1.618574801241781,2.5
E02000384,Hammersmith and Fulham 0,17.4,51.0,666,20.25677603,17.3,-0.6277013358680447,3.2
E02000385,Hammersmith and Fulham 0,6.7,47.7,1083,8.547008547,8.5,-1.75378037960133,1.8
E02000386,Hammersmith and Fulham 0,17.1,49.2,753,19.27846674,15.4,-1.275217981169352,3.6
E02000387,Hammersmith and Fulham 0,14.0,51.9,684,13.30998249,13.5,-1.23065013633969,3.0
E02000388,Hammersmith and Fulham 0,12.8,47.4,1291,14.13043478,12.6,-1.259317365449638,1.9
E02000389,Hammersmith and Fulham 0,10.7,35.9,1088,15.18661519,10.9,-1.542087406226119,1.7
E02000390,Hammersmith and Fulham 0,12.5,48.0,935,16.80261011,12.4,-1.153849080993255,2.5
E02000391,Hammersmith and Fulham 0,10.9,55.8,1353,20.0,11.3,-1.412824542532061,1.2
E02000392,Hammersmith and Fulham 0,9.9,54.1,1715,18.62269641,10.1,-1.452636332884797,2.1
E02000393,Hammersmith and Fulham 0,8.0,48.7,1185,14.2599278,9.0,-1.817445078581682,1.5
E02000394,Hammersmith and Fulham 0,12.4,44.3,1103,13.62048894,11.8,-1.409644921260108,1.9
E02000395,Hammersmith and Fulham 0,6.3,48.6,1119,21.42857143,9.2,-1.921753314044848,0.9
E02000396,Hammersmith and Fulham 0,11.7,52.9,974,19.6801968,10.2,-1.462430420616031,2.1
E02000397,Haringey 001,17.0,46.0,525,12.7388535,13.7,-1.460914435155944,8.2
E02000398,Haringey 002,28.2,57.4,188,23.80090498,16.4,-1.560865521981814,10.7
E02000400,Haringey 004,16.4,46.5,468,18.60019175,14.1,-1.502388058429058,5.1
E02000401,Haringey 005,30.5,51.5,214,24.6728972,17.4,-1.80493435784845,9.1
E02000402,Haringey 006,29.5,54.0,203,23.58402971,17.3,-1.438512819479305,10.1
E02000403,Haringey 007,16.6,50.2,469,14.82444733,14.1,-1.071581250616157,8.9
E02000404,Haringey 008,23.5,59.1,296,25.0,15.9,-1.687918356222872,10.0
E02000405,Haringey 009,7.7,39.6,655,18.11111111,10.6,-1.618905283467213,1.4
E02000406,Haringey 010,21.0,58.2,319,18.54304636,16.7,-1.626248139818727,9.3
E02000407,Haringey 011,24.6,47.0,300,16.32841328,16.4,-1.281562994135101,10.5
E02000408,Haringey 012,26.9,50.1,181,20.31114952,15.3,-1.727024906495654,11.8
E02000409,Haringey 013,27.0,49.2,269,20.30401737,17.2,-1.327448892013667,10.5
E02000410,Haringey 014,7.2,26.0,730,17.47815231,10.9,-1.478726841044842,1.2
E02000411,Haringey 015,22.5,49.5,243,22.04568024,14.1,-1.517146299362911,10.2
E02000412,Haringey 016,20.5,49.9,330,14.44174757,17.2,-1.070455694637198,9.4
E02000413,Haringey 017,10.0,36.5,702,20.43314501,11.5,-1.576636078714907,1.8
E02000414,Haringey 018,20.5,45.0,367,20.27600849,13.8,-1.620099250880324,9.6
E02000415,Haringey 019,21.2,51.9,395,19.91465149,15.3,-1.49436127041876,10.3
E02000416,Haringey 020,16.1,52.2,635,17.09786277,16.3,-1.16140707261014,4.2
E02000417,Haringey 021,7.7,31.3,789,14.62140992,10.6,-1.112455191566952,1.0
E02000418,Haringey 022,9.7,37.3,609,13.45609065,11.4,-1.419208486065188,1.4
E02000419,Haringey 023,15.6,48.6,616,15.24163569,12.8,-1.390842394001402,8.5
E02000420,Haringey 024,22.8,47.2,348,19.95708155,16.3,-1.229022659857547,11.8
E02000421,Haringey 025,22.6,51.6,292,18.5492228,16.5,-1.137372469958369,10.8
E02000422,Haringey 026,23.0,44.7,362,22.6640159,16.1,-1.494322069253408,10.1
E02000423,Haringey 027,17.7,44.9,427,17.56097561,14.5,-1.712667359315136,9.5
E02000424,Haringey 028,10.5,40.1,644,12.47139588,11.6,-1.216562952554382,2.5
E02000425,Haringey 029,28.8,49.1,193,48.72611465,11.3,-1.408575259836452,11.1
E02000426,Haringey 030,9.3,42.7,882,15.53133515,12.8,-1.17935734003184,1.6
E02000427,Haringey 031,12.6,46.8,560,11.49253731,12.0,-1.511421575069651,6.3
E02000428,Haringey 032,23.0,55.0,323,21.19565217,16.3,-1.538928353374082,10.8
E02000429,Haringey 033,6.0,23.6,899,12.00527704,9.7,-1.587619189536184,1.1
E02000430,Haringey 034,7.3,30.1,950,15.22346369,9.0,-1.406446168505991,1.5
E02000431,Haringey 035,4.4,35.8,1032,11.66936791,7.8,-1.581178627980369,1.1
E02000432,Haringey 036,10.4,46.6,645,16.32,12.4,-1.459814480371212,2.8
E02000433,Harrow 001,20.2,41.9,661,14.625,20.2,-1.58855623182694,3.1
E02000434,Harrow 002,16.5,47.2,619,18.87905605,16.0,-1.772117729852868,3.8
E02000435,Harrow 003,19.5,53.8,507,20.13129103,18.8,-1.486895342350279,3.5
E02000436,Harrow 004,13.7,25.0,507,13.74622356,14.7,-1.249765237018678,2.3
E02000437,Harrow 005,18.1,40.3,484,18.47313855,16.2,-1.27518175995347,3.9
E02000438,Harrow 006,19.6,47.1,535,17.07779886,17.3,-1.245081164598422,3.4
E02000439,Harrow 007,22.1,50.3,442,18.04733728,14.2,-1.514090626408229,8.2
E02000440,Harrow 008,15.1,30.7,611,18.11023622,12.6,-1.828976089599425,4.6
E02000441,Harrow 009,17.2,43.4,458,15.49636804,17.2,-1.595665945528031,3.2
E02000442,Harrow 010,21.9,41.3,396,20.58570198,12.7,-1.943615890471505,9.7
E02000443,Harrow 011,21.3,45.8,447,23.50659426,15.1,-1.247891181226648,7.4
E02000444,Harrow 012,19.5,43.6,428,17.74332472,13.4,-2.017957271757286,7.1
E02000445,Harrow 013,18.8,49.9,421,17.15893108,14.4,-1.556654078078495,7.3
E02000447,Harrow 015,14.1,48.1,469,16.24203822,14.7,-1.616534882489875,3.7
E02000448,Harrow 016,10.5,37.6,612,14.49275362,13.9,-1.778021915745901,1.5
E02000449,Harrow 017,24.5,45.5,404,16.90962099,16.2,-1.9464208719298,10.8
E02000451,Harrow 019,12.3,28.4,439,14.0567201,13.6,-1.752708528755895,2.8
E02000452,Harrow 020,12.6,44.4,527,12.88032454,12.1,-0.985966082338922,5.0
E02000453,Harrow 021,12.6,42.1,506,16.93711968,13.1,-1.758641555465212,5.0
E02000454,Harrow 022,11.3,30.4,548,14.74103586,11.6,-1.703996159667785,1.6
E02000455,Harrow 023,11.9,48.0,550,12.04690832,13.8,-1.532896445383006,4.1
E02000456,Harrow 024,13.2,46.5,436,15.70512821,14.3,-1.104052978800798,3.9
E02000457,Harrow 025,12.8,31.2,378,18.53233831,13.8,-1.779070257660669,3.7
E02000459,Harrow 027,16.4,46.6,414,17.44966443,14.7,-1.53056406654607,6.4
E02000460,Harrow 028,19.1,47.0,228,19.92031873,15.4,-1.504746007204656,6.1
E02000461,Harrow 029,10.3,43.4,720,10.18766756,10.6,-1.7207169035826,2.5
E02000462,Harrow 030,18.0,41.8,310,18.97727273,14.3,-1.468156933628349,7.3
E02000463,Harrow 031,19.0,47.9,385,21.31280389,14.5,-1.244411111418124,6.0
E02000464,Havering 001,37.0,52.0,290,22.7771011,21.9,-1.216351227092384,0.5
E02000465,Havering 002,32.5,54.7,370,19.98175182,19.1,-1.557041094917804,0.6
E02000466,Havering 003,30.6,49.3,427,17.76785714,18.0,-0.9245310256557056,0.5
E02000467,Havering 004,35.0,55.3,390,20.14234875,20.7,-0.9493476378782632,0.9
